path,category,digest,disposition,reason,recorded
tests/test_cbs_standings_tab.py,team-id,b4adcf77da0e1a37,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_cbs_standings_tab.py,team-id,b6e3a3ba0e6681af,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_cbs_standings_tab.py,team-id,c22754b14367e29e,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_cbs_standings_tab.py,team-id,cdd26db601dfa805,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_cbs_standings_tab.py,team-id,e81868c226c2a258,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_cbs_standings_tab.py,team-id,ed7723a249d6de9c,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_cbs_standings_tab.py,team-id,f14e37c7ab08cd43,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_cbs_standings_tab.py,team-id,f56b93cb3bf336ec,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_cbs_standings_tab.py,team-id,fdc4478a91800a26,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_check_pii_strict.py,team-id,2d9a63d4464f619f,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_check_pii_strict.py,team-id,37664d1e8aa5ce5f,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_check_pii_strict.py,team-id,3fd1d3cfc0e0e1b0,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_check_pii_strict.py,team-id,5a8c3bf304d6329c,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_check_pii_strict.py,team-id,e99bd9db0b6ffdd8,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_league_config_templates.py,owner,557213b8c90deaaf,collision,"the ordinary English word, used in its ordinary sense",2026-08-10
tests/test_league_config_templates.py,owner,58d85cbf6e06d281,collision,"the ordinary English word, used in its ordinary sense",2026-08-10
tests/test_local_raw_writer.py,team-id,c5d811027fe88200,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_public_oauth_client.py,owner,1980cb9dc6fc999f,collision,Ordinary non-identity wording in MLB-209 prose about an empty bundled OAuth descriptor; not an owner reference,2026-08-12
tests/test_public_oauth_client.py,owner,6e74bf7168af76e1,collision,Ordinary non-identity wording in MLB-209 prose about an empty bundled OAuth descriptor; not an owner reference,2026-08-12
tests/test_records_pure.py,team-id,019e7246b255d2ea,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_records_pure.py,team-id,071a2bc992179c3e,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_records_pure.py,team-id,0c0ec3ef6899469e,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_records_pure.py,team-id,1309a45dca688f3a,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_records_pure.py,team-id,1864c5cb69afb929,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_records_pure.py,team-id,19b80f1a4582abd4,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_records_pure.py,team-id,30d6c906010a1731,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_records_pure.py,team-id,39aed00a614cb948,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_records_pure.py,team-id,5918e4de01382d8f,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_records_pure.py,team-id,7c01538002c1a3e1,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_records_pure.py,team-id,80c92f44e2e5f257,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_records_pure.py,team-id,91c95330ab0f4a06,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_records_pure.py,team-id,ae7a1f38d2e961a7,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_records_pure.py,team-id,ed1de80b69017f46,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_records_pure.py,team-id,ede0e86cebc1f16a,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tools/anonymize_sheet_copy.py,owner,5b895ae249027294,collision,"an MLB player's name, not a league member",2026-08-10
tools/anonymize_sheet_copy.py,owner,5d40ee1e623ca453,collision,"an MLB player's name, not a league member",2026-08-10
tools/anonymize_sheet_copy.py,owner,74ebeb20e1a8ddb0,collision,"an MLB player's name, not a league member",2026-08-10
tools/anonymize_sheet_copy.py,owner,783cbbb4192e22da,collision,"an MLB player's name, not a league member",2026-08-10
tools/anonymize_sheet_copy.py,owner,b6577df9e4f46707,collision,"an MLB player's name, not a league member",2026-08-10
tools/anonymize_sheet_copy.py,owner,f44a028bfc72b72e,collision,"an MLB player's name, not a league member",2026-08-10
tools/check_pii.py,owner,8737ef072400d280,collision,"the ordinary English word, used in its ordinary sense",2026-08-10
tools/check_pii.py,team-id,401597539fec75dc,collision,an illustrative example in the guard's own documentation of what an identity-shaped context looks like,2026-08-10
tools/check_pii.py,team-id,42a919136199c6d3,collision,an illustrative example in the guard's own documentation of what an identity-shaped context looks like,2026-08-10
tools/check_pii.py,team-id,67577be0959fd194,collision,an illustrative example in the guard's own documentation of what an identity-shaped context looks like,2026-08-10
tools/check_pii.py,team-id,c46755d9252fe18a,collision,an illustrative example in the guard's own documentation of what an identity-shaped context looks like,2026-08-10
tools/check_pii.py,team-id,ccb43db89bcf9857,collision,an illustrative example in the guard's own documentation of what an identity-shaped context looks like,2026-08-10
tools/check_pii.py,team-id,e102f7cda31a83f3,collision,an illustrative example in the guard's own documentation of what an identity-shaped context looks like,2026-08-10
